cellline_id,drug_id,ic50_value,cancer_type_id
OPM-2,Rucaparib,3.637859,3
OS-RC-2,Rucaparib,4.314122,2
P12-ICHIKAWA,Rucaparib,3.317177,3
P30-OHK,Rucaparib,3.248526,3
P31-FUJ,Rucaparib,2.783013,3
PA-1,Rucaparib,1.053233,1
OCUB-M,Rucaparib,2.711191,1
OC-314,Rucaparib,2.176602,1
PF-382,Rucaparib,3.479538,3
Raji,Rucaparib,3.650213,3
RCM-1,Rucaparib,3.484226,0
RD,Rucaparib,3.005036,3
REH,Rucaparib,2.970584,3
RF-48,Rucaparib,4.019438,0
RKO,Rucaparib,3.1975,0
RPMI-2650,Rucaparib,2.766502,3
RPMI-6666,Rucaparib,3.130678,3
RPMI-8402,Rucaparib,3.566715,3
RS4-11,Rucaparib,2.6379,3
RT-112,Rucaparib,3.287011,3
RVH-421,Rucaparib,3.569699,3
Saos-2,Rucaparib,4.991689,3
SAS,Rucaparib,3.446875,3
SCC-9,Rucaparib,4.0741,3
SCH,Rucaparib,2.75804,0
SF126,Rucaparib,3.285424,3
SH-4,Rucaparib,5.188637,3
SJRH30,Rucaparib,2.2761,3
SJSA-1,Rucaparib,3.369431,3
SK-CO-1,Rucaparib,3.962748,0
SK-HEP-1,Rucaparib,3.625539,2
SK-LMS-1,Rucaparib,3.384009,3
SK-LU-1,Rucaparib,3.241055,1
SKM-1,Rucaparib,2.460436,3
SK-MEL-1,Rucaparib,2.960861,3
SK-MEL-3,Rucaparib,4.690885,3
SK-MEL-24,Rucaparib,4.778603,3
SK-MEL-30,Rucaparib,4.244888,3
SK-MEL-31,Rucaparib,5.160619,3
SK-MES-1,Rucaparib,2.66636,1
SK-MG-1,Rucaparib,2.896846,3
SK-NEP-1,Rucaparib,2.712998,2
SK-UT-1,Rucaparib,2.008189,3
SNG-M,Rucaparib,3.813136,3
SNU-387,Rucaparib,4.565509,2
SNU-423,Rucaparib,4.600361,2
SNU-449,Rucaparib,4.495356,2
SNU-C2B,Rucaparib,4.386081,0
SUP-T1,Rucaparib,3.739354,3
SW13,Rucaparib,3.195721,3
SW1088,Rucaparib,4.843449,3
SW1116,Rucaparib,5.311674,0
SW1417,Rucaparib,4.882896,0
SW1463,Rucaparib,5.942615,0
SW1710,Rucaparib,2.509531,3
SW1783,Rucaparib,3.948395,3
SW48,Rucaparib,3.221479,0
SW626,Rucaparib,4.709687,1
SW684,Rucaparib,4.582542,3
SW837,Rucaparib,4.699617,0
SW872,Rucaparib,3.684785,3
SW948,Rucaparib,5.538913,0
SW962,Rucaparib,3.276431,3
SW982,Rucaparib,1.855249,3
T84,Rucaparib,4.066965,0
TGBC1TKB,Rucaparib,3.749001,3
TGBC11TKB,Rucaparib,3.593741,0
THP-1,Rucaparib,3.991864,3
TUR,Rucaparib,3.351568,3
TYK-nu,Rucaparib,3.055941,1
U-2-OS,Rucaparib,2.302941,3
U-698-M,Rucaparib,4.246948,3
UACC-893,Rucaparib,4.642971,1
UMC-11,Rucaparib,3.674614,1
VM-CUB-1,Rucaparib,3.994931,3
VMRC-RCZ,Rucaparib,2.661856,2
WM-115,Rucaparib,3.185112,3
WSU-NHL,Rucaparib,3.005849,3
YAPC,Rucaparib,4.297176,2
YH-13,Rucaparib,3.567032,3
ZR-75-30,Rucaparib,5.845112,1
RCC10RGB,Rucaparib,4.800609,2
KURAMOCHI,Rucaparib,3.133332,1
KM-H2,Rucaparib,3.13071,3
HuO-3N1,Rucaparib,1.950856,3
OE19,Rucaparib,4.512194,0
SUP-B8,Rucaparib,4.306727,3
Ramos-2G6-4C10,Rucaparib,3.425213,3
RPMI-8866,Rucaparib,2.426197,3
QIMR-WIL,Rucaparib,3.865118,3
PSN1,Rucaparib,2.481015,2
OAW-42,Rucaparib,3.171042,1
OE33,Rucaparib,3.887538,0
CW-2,Rucaparib,4.290817,0
CMK,Rucaparib,3.163915,3
CHP-126,Rucaparib,2.747142,3
CGTH-W-1,Rucaparib,2.467611,3
COLO-320-HSR,Rucaparib,3.838466,0
ATN-1,Rucaparib,3.123274,3
CESS,Rucaparib,3.592068,3
COLO-678,Rucaparib,4.893254,0
COLO-684,Rucaparib,3.597863,3
COLO-668,Rucaparib,4.382105,1
TGBC24TKB,Rucaparib,2.839311,3
A388,Rucaparib,4.094395,3
BFTC-909,Rucaparib,2.874233,2
C2BBe1,Rucaparib,4.711337,0
SCC-25,Rucaparib,3.79765,3
AsPC-1,Rucaparib,3.700419,2
CA46,Rucaparib,3.957302,3
AU565,Rucaparib,2.389658,1
BALL-1,Rucaparib,2.955489,3
BL-41,Rucaparib,3.181675,3
BV-173,Rucaparib,1.211324,3
IA-LM,Rucaparib,4.345082,1
TGW,Rucaparib,2.964045,3
AN3-CA,Rucaparib,4.353525,3
A204,Rucaparib,2.226151,3
NY,Rucaparib,2.824814,3
C3A,Rucaparib,3.691802,2
A427,Rucaparib,2.465018,1
CAL-85-1,Rucaparib,4.683177,1
CHL-1,Rucaparib,3.814813,3
RL,Rucaparib,3.855132,3
NCI-H146,Rucaparib,2.971671,1
NCI-H1651,Rucaparib,0.778738,1
RPMI-7951,Rucaparib,3.494378,3
SCC-4,Rucaparib,2.658606,3
SNU-C1,Rucaparib,5.085024,0
ST486,Rucaparib,3.247921,3
SW1990,Rucaparib,4.816294,2
SW403,Rucaparib,4.844543,0
SCC-15,Rucaparib,2.348346,3
Capan-2,Rucaparib,4.901478,2
CAL-27,Rucaparib,3.392534,3
BC-1,Rucaparib,3.260455,3
A101D,Rucaparib,4.575427,3
23132-87,Rucaparib,4.323422,0
A431,Rucaparib,2.536544,3
BFTC-905,Rucaparib,2.493329,3
CAL-51,Rucaparib,1.000932,1
RERF-LC-MS,Rucaparib,3.144266,1
GAK,Rucaparib,3.651676,3
AM-38,Rucaparib,3.245051,3
A4-Fuk,Rucaparib,4.295128,3
A3-KAW,Rucaparib,3.269707,3
DOK,Rucaparib,4.295987,3
COR-L279,Rucaparib,3.86705,1
NEC8,Rucaparib,3.032735,3
CAS-1,Rucaparib,3.523964,3
ALL-PO,Rucaparib,1.701716,3
S-117,Rucaparib,3.257468,3
OCI-AML2,Rucaparib,3.00172,3
MFM-223,Rucaparib,4.100334,1
CML-T1,Rucaparib,3.130853,3
CAL-54,Rucaparib,2.325543,2
EFO-21,Rucaparib,3.666644,1
LS-1034,Rucaparib,3.749412,0
22RV1,Rucaparib,2.82424,1
8505C,Rucaparib,2.595208,3
BCPAP,Rucaparib,2.618701,3
BPH-1,Rucaparib,1.928866,1
CAL-39,Rucaparib,3.247348,3
CaR-1,Rucaparib,3.346858,0
HDLM-2,Rucaparib,4.260601,3
HO-1-N-1,Rucaparib,2.643082,3
HTC-C3,Rucaparib,3.285949,3
KGN,Rucaparib,2.779836,1
KLE,Rucaparib,4.883581,3
KNS-81-FD,Rucaparib,2.557268,3
K5,Rucaparib,2.672146,3
L-363,Rucaparib,2.767531,3
NCI-H1975,Rucaparib,4.133105,1
SW954,Rucaparib,1.603761,3
MKN7,Rucaparib,3.251498,0
MDA-MB-157,Rucaparib,2.976127,1
MKN45,Rucaparib,3.506675,0
NCI-H810,Rucaparib,3.199725,1
NBsusSR,Rucaparib,1.310461,3
MFH-ino,Rucaparib,3.61196,3
NOS-1,Rucaparib,3.645185,3
PANC-03-27,Rucaparib,3.752195,2
PANC-08-13,Rucaparib,3.55317,2
PANC-10-05,Rucaparib,3.521001,2
RO82-W-1,Rucaparib,4.033298,3
SKG-IIIa,Rucaparib,5.046072,3
TT,Rucaparib,4.186724,3
VMRC-MELG,Rucaparib,4.561737,3
TE-9,Rucaparib,2.512748,0
TE-11,Rucaparib,2.640399,0
TE-6,Rucaparib,4.408589,0
TE-12,Rucaparib,4.383735,0
TC-YIK,Rucaparib,3.764424,3
YT,Rucaparib,3.761076,3
BT-474,Rucaparib,2.778992,1
OAW-28,Rucaparib,2.857814,1
LCLC-97TM1,Rucaparib,2.542908,1
D-247MG,Rucaparib,3.255281,3
D-263MG,Rucaparib,3.268092,3
D-336MG,Rucaparib,3.930364,3
D-392MG,Rucaparib,3.560582,3
D-423MG,Rucaparib,4.160613,3
D-502MG,Rucaparib,3.768192,3
D-566MG,Rucaparib,2.469712,3
CAMA-1,Rucaparib,4.452933,1
CTB-1,Rucaparib,4.176498,3
Caov-4,Rucaparib,5.363095,1
BT-483,Rucaparib,5.801449,1
M059J,Rucaparib,3.636087,3
HAL-01,Rucaparib,1.824577,3
OMC-1,Rucaparib,4.489762,3
ES8,Rucaparib,1.122094,3
ES4,Rucaparib,2.584929,3
ES6,Rucaparib,4.741909,3
ES1,Rucaparib,0.594403,3
EW-7,Rucaparib,3.331761,3
EW-3,Rucaparib,2.694938,3
EW-1,Rucaparib,2.914526,3
EW-18,Rucaparib,2.510401,3
EW-16,Rucaparib,2.834834,3
EW-13,Rucaparib,4.11642,3
EW-22,Rucaparib,1.567911,3
EW-24,Rucaparib,4.026199,3
LAN-6,Rucaparib,3.275242,3
NB10,Rucaparib,2.058045,3
NB12,Rucaparib,3.186353,3
NB6,Rucaparib,4.886615,3
NB7,Rucaparib,2.692529,3
NB17,Rucaparib,2.049021,3
NB5,Rucaparib,1.308853,3
NB13,Rucaparib,2.25211,3
NB14,Rucaparib,2.221492,3
NB1,Rucaparib,3.841612,3
RH-1,Rucaparib,1.464948,3
RH-18,Rucaparib,3.05209,3
MZ2-MEL,Rucaparib,3.514923,3
Jurkat,Rucaparib,3.630563,3
LS-180,Rucaparib,4.573568,0
BICR22,Rucaparib,2.608453,3
BICR78,Rucaparib,3.570905,3
CCK-81,Rucaparib,3.010163,0
CL-40,Rucaparib,5.12849,0
EN,Rucaparib,5.058477,3
ES-2,Rucaparib,3.775187,1
FU-OV-1,Rucaparib,4.589698,1
H2591,Rucaparib,4.123469,3
H2595,Rucaparib,5.102832,3
H2731,Rucaparib,4.605923,3
H2803,Rucaparib,3.871954,3
H2804,Rucaparib,2.347868,3
H2810,Rucaparib,2.45305,3
H2869,Rucaparib,4.938041,3
H290,Rucaparib,3.963108,3
H3118,Rucaparib,3.151445,3
H513,Rucaparib,5.026761,3
HARA,Rucaparib,2.523078,1
HCC-15,Rucaparib,3.913316,1
HCC-44,Rucaparib,3.351818,1
HCC-827,Rucaparib,3.274247,1
Hs746T,Rucaparib,5.052283,0
IGR-37,Rucaparib,3.900369,3
IHH-4,Rucaparib,2.546223,3
IM-95,Rucaparib,3.348147,0
JHH-2,Rucaparib,3.984633,2
JHH-4,Rucaparib,2.873282,2
JHH-6,Rucaparib,2.379496,2
JHH-7,Rucaparib,3.036699,2
JHU-011,Rucaparib,2.936584,3
JHU-022,Rucaparib,4.828215,3
KYM-1,Rucaparib,1.009521,3
KYSE-220,Rucaparib,2.405134,0
LN-18,Rucaparib,3.591297,3
LN-229,Rucaparib,2.536576,3
LNZTA3WT4,Rucaparib,3.351396,3
MDA-MB-436,Rucaparib,4.083418,1
MDST8,Rucaparib,3.260491,0
MFE-319,Rucaparib,2.612773,3
ML-1,Rucaparib,3.487515,3
MS751,Rucaparib,3.263457,3
NB(TU)1-10,Rucaparib,3.926361,3
NCI-H1836,Rucaparib,4.718848,1
NCI-H1869,Rucaparib,4.603896,1
NCI-H1915,Rucaparib,2.322239,1
NCI-H1944,Rucaparib,4.380684,1
NCI-H196,Rucaparib,3.223489,1
NCI-H2023,Rucaparib,4.775098,1
NCI-H211,Rucaparib,3.990109,1
NCI-H3122,Rucaparib,4.293507,1
NCI-H647,Rucaparib,2.393409,1
NCI-H841,Rucaparib,4.328833,1
NCI-H847,Rucaparib,3.52005,1
OSC-20,Rucaparib,2.5698,3
OV-90,Rucaparib,4.911924,1
OVISE,Rucaparib,3.071094,1
OVKATE,Rucaparib,5.948523,1
OVMIU,Rucaparib,2.930798,1
PA-TU-8988T,Rucaparib,2.908384,2
PC-3_[JPC-3],Rucaparib,2.917211,1
PCI-15A,Rucaparib,3.114127,3
PCI-38,Rucaparib,2.733302,3
PCI-6A,Rucaparib,3.160102,3
PL18,Rucaparib,2.075744,2
RERF-GC-1B,Rucaparib,3.888791,0
RH-41,Rucaparib,3.461594,3
SISO,Rucaparib,3.112617,3
SKN,Rucaparib,3.94759,3
SNU-182,Rucaparib,4.353188,2
SU8686,Rucaparib,3.907719,2
SUIT-2,Rucaparib,3.721704,2
SW156,Rucaparib,2.878343,2
TC-71,Rucaparib,2.126055,3
TOV-21G,Rucaparib,2.824419,1
TT2609-C02,Rucaparib,2.568701,3
WM278,Rucaparib,2.118923,3
SUP-B15,Rucaparib,0.804241,3
H3255,Rucaparib,4.695904,1
201T,Rucaparib,4.729985,1
451Lu,Rucaparib,3.437224,3
OCI-AML3,Rucaparib,2.645458,3
ASH-3,Rucaparib,4.269642,3
BICR10,Rucaparib,3.83838,3
CAL-29,Rucaparib,2.870146,3
CAL-78,Rucaparib,4.806692,3
CHSA0108,Rucaparib,3.705382,3
CL-11,Rucaparib,3.465657,0
CL-34,Rucaparib,4.705053,0
CS1,Rucaparib,2.950341,3
DAN-G,Rucaparib,2.994101,2
EFM-192A,Rucaparib,4.592291,1
FU97,Rucaparib,3.247748,0
H2369,Rucaparib,4.367012,3
H2373,Rucaparib,4.902476,3
H2461,Rucaparib,3.546794,3
H2722,Rucaparib,4.08493,3
H2795,Rucaparib,3.790127,3
H2818,Rucaparib,3.454551,3
HCC1428,Rucaparib,4.518256,1
HCC202,Rucaparib,5.213375,1
HCC-56,Rucaparib,3.198881,0
HDQ-P1,Rucaparib,4.777793,1
AMO-1,Rucaparib,3.729269,3
COR-L95,Rucaparib,4.90553,1
CRO-AP3,Rucaparib,3.111921,-1
DND-41,Rucaparib,3.382893,3
EJM,Rucaparib,3.718549,3
Farage,Rucaparib,3.450356,3
HeLa,Rucaparib,4.134523,3
HPAC,Rucaparib,3.139855,2
huH-1,Rucaparib,4.842529,2
JHH-1,Rucaparib,4.000863,2
JHU-029,Rucaparib,4.226985,3
JIMT-1,Rucaparib,4.310463,1
K2,Rucaparib,5.0081,3
KMH-2,Rucaparib,3.154835,3
KMRC-1,Rucaparib,2.534878,2
KMRC-20,Rucaparib,3.898138,2
KON,Rucaparib,2.046556,3
KP-1N,Rucaparib,3.905808,2
KP-2,Rucaparib,4.509634,2
KP-3,Rucaparib,4.374938,2
KYSE-50,Rucaparib,4.006387,0
LC-1-sq,Rucaparib,4.078088,1
LOU-NH91,Rucaparib,4.547837,1
MCC26,Rucaparib,4.345355,3
NCI-H1435,Rucaparib,4.080324,1
NCI-H1568,Rucaparib,3.755653,1
NCI-H1688,Rucaparib,3.911449,1
NCI-H1781,Rucaparib,4.386833,1
NCI-H2110,Rucaparib,3.398953,1
NCI-H2135,Rucaparib,4.101715,1
NCI-H2172,Rucaparib,5.250275,1
NCI-H2444,Rucaparib,4.943608,1
NUGC-4,Rucaparib,4.275512,0
OCUM-1,Rucaparib,4.275912,0
OE21,Rucaparib,4.947175,0
OSC-19,Rucaparib,4.356605,3
OVTOKO,Rucaparib,3.659355,1
PANC-02-03,Rucaparib,3.507222,2
PANC-04-03,Rucaparib,3.647671,2
PA-TU-8902,Rucaparib,2.859452,2
PCI-30,Rucaparib,3.215353,3
PCI-4B,Rucaparib,1.894369,3
PL4,Rucaparib,4.328275,2
QGP-1,Rucaparib,5.261473,2
RERF-LC-KJ,Rucaparib,3.36386,1
RERF-LC-Sq1,Rucaparib,3.832361,1
RKN,Rucaparib,3.842902,1
SAT,Rucaparib,4.614182,3
SCaBER,Rucaparib,4.239305,3
SCC90,Rucaparib,5.2956,3
SKN-3,Rucaparib,2.988589,3
STS-0421,Rucaparib,3.767322,3
SW1271,Rucaparib,4.077563,1
T-T,Rucaparib,4.180699,0
TASK1,Rucaparib,3.171154,3
TMK-1,Rucaparib,2.827324,0
TOV-112D,Rucaparib,3.05464,1
UDSCC2,Rucaparib,5.291962,3
VCaP,Rucaparib,4.348398,1
WM1552C,Rucaparib,4.03551,3
WM35,Rucaparib,4.205144,3
WM793B,Rucaparib,3.187434,3
GA-10,Rucaparib,3.642395,3
GRANTA-519,Rucaparib,4.016323,3
HCC1500,Rucaparib,4.466215,1
Sarc9371,Rucaparib,4.570609,3
CHSA8926,Rucaparib,5.240773,3
COR-L321,Rucaparib,3.872552,-1
HSC-39,Rucaparib,3.653872,0
JEKO-1,Rucaparib,3.48536,3
JJN-3,Rucaparib,3.575199,3
JM1,Rucaparib,3.692612,3
JSC-1,Rucaparib,3.225922,3
JURL-MK1,Rucaparib,4.162762,3
KARPAS-1106P,Rucaparib,2.428467,3
KARPAS-231,Rucaparib,2.337732,3
KARPAS-620,Rucaparib,3.696528,3
L-1236,Rucaparib,3.776677,3
ME-1,Rucaparib,4.684813,3
MOLM-13,Rucaparib,1.793923,3
MOLM-16,Rucaparib,2.904171,3
MOLP-8,Rucaparib,3.995031,3
MY-M12,Rucaparib,1.801444,3
NCI-H1341,Rucaparib,3.752583,1
NCI-H1876,Rucaparib,2.184921,1
NCI-H2066,Rucaparib,6.143382,1
NU-DUL-1,Rucaparib,2.967178,3
OCI-AML5,Rucaparib,3.883083,3
OCI-LY-19,Rucaparib,2.371884,3
OCI-M1,Rucaparib,3.199393,3
P32-ISH,Rucaparib,3.108676,3
PL-21,Rucaparib,4.347797,3
PWR-1E,Rucaparib,3.574343,1
RCH-ACV,Rucaparib,2.159173,3
RC-K8,Rucaparib,4.026587,3
ROS-50,Rucaparib,3.955328,3
SLVL,Rucaparib,4.134978,3
SU-DHL-10,Rucaparib,2.478423,3
SU-DHL-16,Rucaparib,2.358094,3
SU-DHL-4,Rucaparib,2.860038,3
SU-DHL-5,Rucaparib,2.251253,3
SU-DHL-6,Rucaparib,3.019573,3
SU-DHL-8,Rucaparib,3.949781,-1
SUP-HD1,Rucaparib,3.851499,3
SUP-M2,Rucaparib,1.977332,3
TK,Rucaparib,3.987118,3
VAL,Rucaparib,3.677511,3
WIL2-NS,Rucaparib,3.38859,3
WSU-DLCL2,Rucaparib,3.548029,3
MCC13,Rucaparib,4.03534,3
DOV13,Rucaparib,3.730508,1
Hey,Rucaparib,2.109702,1
JHOS-2,Rucaparib,3.661645,1
JHOS-3,Rucaparib,4.40648,1
JHOS-4,Rucaparib,5.245362,1
OV-7,Rucaparib,4.513111,1
OV-17R,Rucaparib,5.188114,1
OV-56,Rucaparib,3.372159,1
OVCA420,Rucaparib,5.082984,1
OVCA433,Rucaparib,3.998416,1
OVK-18,Rucaparib,3.129293,1
PEO1,Rucaparib,4.398416,1
FLO-1,Rucaparib,4.155942,0
OACp4C,Rucaparib,4.216519,0
OACM5-1,Rucaparib,4.659987,0
SK-GT-2,Rucaparib,4.38669,0
SK-GT-4,Rucaparib,4.170727,0
ESO26,Rucaparib,4.086193,0
KYAE-1,Rucaparib,2.694276,0
EMC-BAC-1,Rucaparib,4.262825,1
EMC-BAC-2,Rucaparib,4.57945,1
TE-4,Rucaparib,4.228507,0
NCC010,Rucaparib,4.16727,2
NCC021,Rucaparib,4.576571,2
RCC-FG2,Rucaparib,4.590408,2
RCC-JF,Rucaparib,2.658308,2
RCC-JW,Rucaparib,4.167361,2
RCC-ER,Rucaparib,4.665442,2
RCC-AB,Rucaparib,4.745863,2
RCC-MF,Rucaparib,4.802375,2
KMS-11,Rucaparib,3.574239,3
MM1S,Rucaparib,3.988005,3
OCI-LY7,Rucaparib,2.628148,3
Set2,Rucaparib,3.398449,3
SNU-407,Rucaparib,4.312504,0
SNU-61,Rucaparib,5.251282,0
SNU-81,Rucaparib,4.080926,0
SNU-C5,Rucaparib,4.588337,0
DIFI,Rucaparib,4.437054,0
LIM1215,Rucaparib,4.99091,0
Geo,Rucaparib,6.413098,0
MC-CAR,GSK269962A,1.274171,3
PFSK-1,GSK269962A,1.751484,3
A673,GSK269962A,2.479066,3
ES3,GSK269962A,0.79391,3
ES5,GSK269962A,2.482621,3
ES7,GSK269962A,0.648098,3
EW-11,GSK269962A,2.066921,3
SK-ES-1,GSK269962A,3.158567,3
NCI-H1395,GSK269962A,1.82535,1
COLO-829,GSK269962A,4.977862,3
RT4,GSK269962A,4.024949,3
SW780,GSK269962A,2.729806,3
TCCSUP,GSK269962A,2.222582,3
C-33-A,GSK269962A,-0.723282,3
C-4-I,GSK269962A,1.516437,3
ME-180,GSK269962A,1.894595,3
42-MG-BA,GSK269962A,1.978636,3
8-MG-BA,GSK269962A,0.215723,3
A172,GSK269962A,1.815722,3
GB-1,GSK269962A,1.548898,3
T98G,GSK269962A,1.052437,3
U-118-MG,GSK269962A,1.378796,3
U-87-MG,GSK269962A,3.092911,3
YKG-1,GSK269962A,0.684364,3
ChaGo-K-1,GSK269962A,2.111498,1
NCI-H720,GSK269962A,2.237324,1
Calu-3,GSK269962A,2.466554,1
COR-L23,GSK269962A,2.457322,1
LK-2,GSK269962A,-0.017105,1
NCI-H1437,GSK269962A,4.215702,1
NCI-H1623,GSK269962A,4.772136,1
NCI-H1648,GSK269962A,4.244718,1
NCI-H1650,GSK269962A,4.078673,1
NCI-H1693,GSK269962A,3.091955,1
NCI-H1770,GSK269962A,1.986406,1
NCI-H1838,GSK269962A,2.758556,1
NCI-H2085,GSK269962A,2.984088,1
NCI-H2126,GSK269962A,2.406016,1
NCI-H2170,GSK269962A,0.779645,1
NCI-H2228,GSK269962A,2.970072,1
NCI-H2342,GSK269962A,2.400831,1
NCI-H2347,GSK269962A,2.889678,1
NCI-H2405,GSK269962A,1.133671,1
NCI-H661,GSK269962A,0.60526,1
DMS-114,GSK269962A,3.950657,1
DMS-273,GSK269962A,3.017439,1
NCI-H1048,GSK269962A,3.019476,1
NCI-H1092,GSK269962A,4.22664,1
NCI-H1417,GSK269962A,0.60747,1
NCI-H1694,GSK269962A,1.757532,1
NCI-H187,GSK269962A,3.628009,1
NCI-H2029,GSK269962A,2.824014,1
NCI-H209,GSK269962A,2.014465,1
NCI-H2141,GSK269962A,3.895311,1
NCI-H2227,GSK269962A,2.992473,1
NCI-H345,GSK269962A,3.183708,1
NCI-H446,GSK269962A,1.394649,1
NCI-H526,GSK269962A,3.357954,1
NCI-H69,GSK269962A,1.222522,1
NCI-H82,GSK269962A,3.67512,1
SK-N-DZ,GSK269962A,0.893076,3
SK-N-FI,GSK269962A,2.333716,3
VA-ES-BJ,GSK269962A,2.14033,3
VMRC-LCD,GSK269962A,0.728894,1
LU-139,GSK269962A,1.686366,1
SBC-5,GSK269962A,1.518681,1
SBC-1,GSK269962A,-0.217373,1
LU-135,GSK269962A,0.977725,1
SK-N-SH,GSK269962A,0.712407,3
NCI-H2030,GSK269962A,1.523695,1
NCI-H2122,GSK269962A,3.722136,1
NCI-H650,GSK269962A,2.397886,1
T-24,GSK269962A,0.996458,3
NCI-H929,GSK269962A,1.741797,3
SK-N-AS,GSK269962A,3.798859,3
NCI-H1299,GSK269962A,3.726499,1
NCI-H2087,GSK269962A,4.338772,1
UM-UC-3,GSK269962A,1.583385,3
SW756,GSK269962A,1.99588,3
NCI-H727,GSK269962A,4.117259,1
Calu-6,GSK269962A,2.231329,1
LU-65,GSK269962A,3.861236,1
NCI-H1355,GSK269962A,1.802722,1
NCI-H1792,GSK269962A,1.790266,1
HPAF-II,GSK269962A,1.28606,2
SHP-77,GSK269962A,2.584993,1
NCI-H2009,GSK269962A,1.814007,1
NCI-H2291,GSK269962A,5.2507,1
SW1573,GSK269962A,2.251083,1
SW900,GSK269962A,2.414626,1
TE-5,GSK269962A,3.325384,0
HCC1954,GSK269962A,3.53949,1
HCC1143,GSK269962A,4.492546,1
HCC1395,GSK269962A,2.160038,1
HCC1937,GSK269962A,3.872561,1
HCC2157,GSK269962A,4.252118,1
HCC2218,GSK269962A,1.356432,1
HCC38,GSK269962A,2.930793,1
BB49-HNC,GSK269962A,-3.864595,3
BB65-RCC,GSK269962A,1.763484,2
BEN,GSK269962A,1.669152,1
BHY,GSK269962A,3.613539,3
Ca9-22,GSK269962A,2.072821,3
CADO-ES1,GSK269962A,1.144354,3
CAL-12T,GSK269962A,2.824727,1
CAL-33,GSK269962A,1.108073,3
CP50-MEL-B,GSK269962A,2.650808,3
CP66-MEL,GSK269962A,3.486492,3
CPC-N,GSK269962A,1.19638,1
CTV-1,GSK269962A,2.143803,3
D-542MG,GSK269962A,2.466481,3
DMS-79,GSK269962A,2.300785,1
DSH1,GSK269962A,1.827957,3
EBC-1,GSK269962A,1.458299,1
EC-GI-10,GSK269962A,2.252063,0
EPLC-272H,GSK269962A,1.668435,1
HA7-RCC,GSK269962A,2.566729,2
HCE-4,GSK269962A,1.166581,0
HO-1-u-1,GSK269962A,1.803014,3
HSC-2,GSK269962A,3.445201,3
IM-9,GSK269962A,2.045901,3
IST-SL1,GSK269962A,0.19816,1
IST-SL2,GSK269962A,3.181947,1
J82,GSK269962A,1.093616,3
KNS-62,GSK269962A,4.528323,1
KOSC-2,GSK269962A,2.054997,3
KP-4,GSK269962A,0.240366,2
KYSE-140,GSK269962A,4.392242,0
KYSE-410,GSK269962A,0.118833,0
KYSE-520,GSK269962A,4.904901,0
KYSE-70,GSK269962A,-0.525918,0
LB1047-RCC,GSK269962A,1.28086,2
LB2241-RCC,GSK269962A,0.46329,2
LB2518-MEL,GSK269962A,4.167315,3
LB373-MEL-D,GSK269962A,4.30807,3
LB647-SCLC,GSK269962A,1.923686,1
LB771-HNC,GSK269962A,3.052827,3
LB831-BLC,GSK269962A,1.874576,3
LB996-RCC,GSK269962A,0.754194,2
LCLC-103H,GSK269962A,3.502071,1
LU-134-A,GSK269962A,2.661414,1
LU-165,GSK269962A,2.44831,1
LXF-289,GSK269962A,1.065676,1
MS-1,GSK269962A,2.783291,1
MZ1-PC,GSK269962A,3.588572,2
MZ7-mel,GSK269962A,4.231576,3
NCI-H1304,GSK269962A,2.661467,1
NCI-H1563,GSK269962A,3.907818,1
NCI-H292,GSK269962A,-0.228127,1
NCI-H835,GSK269962A,3.287774,1
PC-14,GSK269962A,2.562868,1
SBC-3,GSK269962A,2.043911,1
SK-MM-2,GSK269962A,2.907996,3
TE-15,GSK269962A,4.02919,0
U-266,GSK269962A,3.30601,3
BE2-M17,GSK269962A,0.549599,3
KELLY,GSK269962A,-1.492178,3
SIMA,GSK269962A,1.910036,3
TE-1,GSK269962A,2.570363,0
TE-10,GSK269962A,1.128957,0
TE-8,GSK269962A,1.230268,0
CAPAN-1,GSK269962A,4.52279,2
OVCAR-3,GSK269962A,2.805427,1
PC-3,GSK269962A,1.874975,1
DU-145,GSK269962A,1.192825,1
HCT-116,GSK269962A,1.009957,0
HCT-15,GSK269962A,3.192865,0
HL-60,GSK269962A,2.400236,3
HT-29,GSK269962A,1.996584,0
K-562,GSK269962A,1.943022,3
NCI-H226,GSK269962A,1.579927,1
NCI-H23,GSK269962A,3.492481,1
NCI-H460,GSK269962A,1.444785,1
NCI-H522,GSK269962A,2.679001,1
T47D,GSK269962A,1.721582,1
MCF7,GSK269962A,1.3318,1
786-0,GSK269962A,1.432286,2
A498,GSK269962A,2.331304,2
A549,GSK269962A,0.242694,1
ACHN,GSK269962A,1.948373,2
BT-549,GSK269962A,-0.882778,1
CCRF-CEM,GSK269962A,0.44373,3
SK-MEL-28,GSK269962A,4.149747,3
SK-MEL-2,GSK269962A,2.133845,3
SK-MEL-5,GSK269962A,3.619299,3
Hs-578-T,GSK269962A,1.484818,1
MOLT-4,GSK269962A,0.439122,3
SK-OV-3,GSK269962A,1.831219,1
MDA-MB-231,GSK269962A,2.063796,1
COLO-205,GSK269962A,2.48986,0
SW620,GSK269962A,1.99976,0
CAKI-1,GSK269962A,1.483004,2
RPMI-8226,GSK269962A,2.283122,3
NCI-H322M,GSK269962A,4.054696,1
IGROV-1,GSK269962A,2.643228,1
OVCAR-5,GSK269962A,2.049731,1
EKVX,GSK269962A,2.460964,1
HCC2998,GSK269962A,4.066302,0
